ds,y
2018-08-01,3206.0
2018-09-01,4124.0
2018-10-01,4468.0
2018-11-01,4027.0
2018-12-01,3550.0
2019-01-01,3440.0
2019-02-01,3442.0
2019-03-01,3940.0
2019-04-01,3781.0
2019-05-01,4046.0
2019-06-01,3727.0
2019-07-01,4763.0
2019-08-01,3214.0
2019-09-01,4042.0
2019-10-01,4348.0
2019-11-01,3805.0
2019-12-01,3462.0
2020-01-01,3139.0
2020-02-01,3271.0
2020-03-01,2825.0
2020-04-01,2251.0
2020-05-01,3193.0
2020-06-01,3380.0
2020-07-01,4031.0
2020-08-01,3007.0
2020-09-01,3659.0
2020-10-01,3867.0
2020-11-01,3150.0
2020-12-01,2661.0
